Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
10/4/2011,BAJAJFINSV,EQ,512.95,509,519,501.15,505,503.35,509.43,40336,2.05484E+12,2193,9708,0.2407
10/5/2011,BAJAJFINSV,EQ,503.35,505.05,513,496.3,496.3,501,505.31,28779,1.45423E+12,1906,8029,0.279
10/7/2011,BAJAJFINSV,EQ,501,504.6,520.9,504.6,506,507.15,511.17,233306,1.19259E+13,1960,209550,0.8982
10/10/2011,BAJAJFINSV,EQ,507.15,507,516.9,507,514.2,514.4,513,24265,1.2448E+12,1293,9774,0.4028
10/11/2011,BAJAJFINSV,EQ,514.4,519,538.9,517.4,526.95,526.45,527.95,85935,4.53693E+12,4416,18759,0.2183
10/12/2011,BAJAJFINSV,EQ,526.45,527,536.5,525,531.5,531.4,531.27,46187,2.45376E+12,2539,13423,0.2906
10/13/2011,BAJAJFINSV,EQ,531.4,534,541,526.65,527.2,528.95,533.22,38866,2.07242E+12,2373,12598,0.3241
10/14/2011,BAJAJFINSV,EQ,528.95,527.35,531.9,516.05,524.4,525.4,526.48,27618,1.45403E+12,1699,7092,0.2568
10/17/2011,BAJAJFINSV,EQ,525.4,526.2,538.65,525,532.5,532.4,532.87,76805,4.09272E+12,4013,20998,0.2734
10/18/2011,BAJAJFINSV,EQ,532.4,531.95,532.65,520,528.2,527.65,526.7,35359,1.86236E+12,1773,8532,0.2413
10/19/2011,BAJAJFINSV,EQ,527.65,533,554.9,531.25,545,545.25,546.03,254175,1.38788E+13,12695,53300,0.2097
10/20/2011,BAJAJFINSV,EQ,545.25,553.5,591,553.5,558.3,559.3,572.93,856800,4.90886E+13,30030,118193,0.1379
10/21/2011,BAJAJFINSV,EQ,559.3,562.35,565.7,543.45,544.25,545.4,554.66,153321,8.50412E+12,5932,44098,0.2876
10/24/2011,BAJAJFINSV,EQ,545.4,549,554.9,537.75,541.6,540.25,547.35,70616,3.86515E+12,3272,26169,0.3706
10/25/2011,BAJAJFINSV,EQ,540.25,540.35,544.65,530,532.5,532.5,534.33,65004,3.47336E+12,3285,26032,0.4005
10/26/2011,BAJAJFINSV,EQ,532.5,535,543.85,535,543.8,542.6,541.65,18087,9.79686E+11,904,7967,0.4405
10/28/2011,BAJAJFINSV,EQ,542.6,549.8,557.8,538.5,539.8,541.25,544.61,75586,4.11649E+12,6122,39101,0.5173
10/31/2011,BAJAJFINSV,EQ,541.25,540,549.65,540,541.5,541.9,543.9,64256,3.49489E+12,3015,29275,0.4556
11/1/2011,BAJAJFINSV,EQ,541.9,536.8,552,536.1,539.9,539.35,542.62,57402,3.11476E+12,2762,16441,0.2864
11/2/2011,BAJAJFINSV,EQ,539.35,535,545,530.1,539.45,539.8,540.58,35053,1.89489E+12,1743,14262,0.4069
11/3/2011,BAJAJFINSV,EQ,539.8,548.5,555.05,539,541,541.45,544.74,66105,3.601E+12,2744,22706,0.3435
11/4/2011,BAJAJFINSV,EQ,541.45,542.3,547,535.05,535.05,537.05,541.1,39927,2.16047E+12,1609,16204,0.4058
11/8/2011,BAJAJFINSV,EQ,537.05,532,542.4,531.25,534.5,535.1,535.61,30188,1.61689E+12,1493,7126,0.2361
11/9/2011,BAJAJFINSV,EQ,535.1,535.15,538.95,505.25,526.95,525.3,528.4,39509,2.08767E+12,2394,17744,0.4491
11/11/2011,BAJAJFINSV,EQ,525.3,522,530,515.1,517.5,518.15,519.61,26825,1.39386E+12,2073,10526,0.3924
11/14/2011,BAJAJFINSV,EQ,518.15,524.6,535,513.45,516.8,517.55,523.06,28350,1.48289E+12,1904,9155,0.3229
11/15/2011,BAJAJFINSV,EQ,517.55,517,520,504,508.95,506.5,512.69,37341,1.91445E+12,2097,21412,0.5734
11/16/2011,BAJAJFINSV,EQ,506.5,514.25,516.5,496,503.85,502,506.14,57206,2.89542E+12,3380,15743,0.2752
11/17/2011,BAJAJFINSV,EQ,502,503.95,514,498.1,501.9,500.4,505.66,37891,1.91601E+12,2007,7964,0.2102
11/18/2011,BAJAJFINSV,EQ,500.4,504.9,505,482.65,485.95,484.55,488.94,36857,1.80207E+12,2564,14446,0.3919
11/21/2011,BAJAJFINSV,EQ,484.55,481,490,480,480,481.4,484.66,17971,8.70977E+11,1704,5634,0.3135
11/22/2011,BAJAJFINSV,EQ,481.4,481.5,487.7,478.05,481,480.25,481.73,24050,1.15857E+12,1388,8670,0.3605
11/23/2011,BAJAJFINSV,EQ,480.25,477.6,477.6,466.1,468.65,470.25,472.04,122339,5.77486E+12,2331,102972,0.8417
11/24/2011,BAJAJFINSV,EQ,470.25,468,473.85,456,462.6,461.75,461.21,39643,1.82837E+12,1297,25267,0.6374
11/25/2011,BAJAJFINSV,EQ,461.75,461,466.7,451,451,453.2,460.26,45514,2.09484E+12,1999,29332,0.6445
11/28/2011,BAJAJFINSV,EQ,453.2,462.15,462.15,450.1,453,456.3,457.49,118803,5.43514E+12,3289,79667,0.6706
11/29/2011,BAJAJFINSV,EQ,456.3,458.4,470.75,451.3,460.45,460.35,462.22,82119,3.79567E+12,4017,30776,0.3748
11/30/2011,BAJAJFINSV,EQ,460.35,463,463,412.15,421,424,434.47,597020,2.59388E+13,16370,354501,0.5938
12/1/2011,BAJAJFINSV,EQ,424,435,448,430,435.8,435.75,435.19,118688,5.16522E+12,4500,35078,0.2955
12/2/2011,BAJAJFINSV,EQ,435.75,440.05,456,439,447,447.3,448.18,182730,8.18953E+12,7041,27002,0.1478
12/5/2011,BAJAJFINSV,EQ,447.3,451.4,452.7,442.25,448.95,448.85,448.61,45642,2.04757E+12,2113,19267,0.4221
12/7/2011,BAJAJFINSV,EQ,448.85,448.85,452,443.5,450.75,450.6,450.11,36926,1.66207E+12,1444,21908,0.5933
12/8/2011,BAJAJFINSV,EQ,450.6,449.95,451.9,434.3,438.4,438.05,439,40921,1.79643E+12,1465,26220,0.6407
12/9/2011,BAJAJFINSV,EQ,438.05,428.1,439,422,422,424.55,429.33,27404,1.17653E+12,1427,16217,0.5918
12/12/2011,BAJAJFINSV,EQ,424.55,427.1,429.4,415,420.35,421.2,422.5,41944,1.77215E+12,1654,28546,0.6806
12/13/2011,BAJAJFINSV,EQ,421.2,414.6,421.2,401.05,403.6,404.6,412.79,247821,1.02299E+13,3658,215833,0.8709
12/14/2011,BAJAJFINSV,EQ,404.6,404,409,397.1,403,402.65,403.83,46205,1.86591E+12,2833,22614,0.4894
12/15/2011,BAJAJFINSV,EQ,402.65,395.1,413,395,406,404.9,404.27,28443,1.14986E+12,1734,7475,0.2628
12/16/2011,BAJAJFINSV,EQ,404.9,408,445,408,422,419.45,428.19,227217,9.72911E+12,10849,30753,0.1353
12/19/2011,BAJAJFINSV,EQ,419.45,417.05,423,402.05,405,405.55,407.48,37927,1.54544E+12,2114,10038,0.2647
12/20/2011,BAJAJFINSV,EQ,405.55,415,425,391,402.95,400.1,402.32,43101,1.73405E+12,2049,17948,0.4164
12/21/2011,BAJAJFINSV,EQ,400.1,405,414.9,401.35,408.6,408.15,408.2,30217,1.23347E+12,1647,8987,0.2974
12/22/2011,BAJAJFINSV,EQ,408.15,412,418.8,408.25,414.85,414.75,414.38,59885,2.48152E+12,3002,16955,0.2831
12/23/2011,BAJAJFINSV,EQ,414.75,420.7,427.45,413.1,423,422.65,420.88,47178,1.98562E+12,2650,22076,0.4679
12/26/2011,BAJAJFINSV,EQ,422.65,426,429.5,419.05,422.1,422.8,425.19,33909,1.44178E+12,3241,3187,0.094
12/27/2011,BAJAJFINSV,EQ,422.8,422.5,443,421.1,440,438.3,435.72,109625,4.77664E+12,5698,17041,0.1554
12/28/2011,BAJAJFINSV,EQ,438.3,438.5,444,430.1,438.25,438.25,438.28,56213,2.46369E+12,3173,13022,0.2317
12/29/2011,BAJAJFINSV,EQ,438.25,437.8,445.15,432.05,443,442.3,439.81,39569,1.74029E+12,2749,8076,0.2041
12/30/2011,BAJAJFINSV,EQ,442.3,445,450,423,427.1,429.25,438.67,49541,2.17323E+12,4874,6003,0.1212
1/2/2012,BAJAJFINSV,EQ,429.25,433,433.05,418.1,419.95,420.05,424.16,18284,7.75542E+11,1430,5894,0.3224
1/3/2012,BAJAJFINSV,EQ,420.05,425.25,438,422.2,436,436.2,430.89,22588,9.73299E+11,1315,5807,0.2571
1/4/2012,BAJAJFINSV,EQ,436.2,436,438.8,414.5,416.8,418.3,427.18,28536,1.219E+12,2074,14589,0.5112
1/5/2012,BAJAJFINSV,EQ,418.3,340,429.95,340,421,420.55,423.69,24254,1.02763E+12,1742,4419,0.1822
1/6/2012,BAJAJFINSV,EQ,420.55,420,431,420,421.2,421.8,425.77,32065,1.36524E+12,1998,4195,0.1308
1/7/2012,BAJAJFINSV,EQ,421.8,422.7,427.8,421.05,426,424.7,424.12,3472,1.47254E+11,149,1829,0.5268
1/9/2012,BAJAJFINSV,EQ,424.7,430.4,434.9,426.1,429,429.15,430.78,41579,1.79114E+12,2695,6613,0.159
1/10/2012,BAJAJFINSV,EQ,429.15,433.5,439,430,437.1,436.65,435.02,29006,1.26182E+12,1634,14005,0.4828
1/11/2012,BAJAJFINSV,EQ,436.65,436.5,441.85,430.75,441,438.5,436.3,33928,1.48028E+12,2085,10489,0.3092
1/12/2012,BAJAJFINSV,EQ,438.5,441.5,463.7,437.1,456.7,455.8,455.74,114344,5.2111E+12,5362,25535,0.2233
1/13/2012,BAJAJFINSV,EQ,455.8,459.4,461.7,451.15,454.1,453.55,456.02,37599,1.71458E+12,2314,5732,0.1525
1/16/2012,BAJAJFINSV,EQ,453.55,451.5,459.55,441.85,454.5,454.65,449.51,43361,1.94913E+12,2418,8368,0.193
1/17/2012,BAJAJFINSV,EQ,454.65,455.05,472.95,455.05,468.65,467.9,465.73,58075,2.70475E+12,3046,18937,0.3261
1/18/2012,BAJAJFINSV,EQ,467.9,473.95,490,462.1,463.4,468.85,479.07,385352,1.8461E+13,15413,49010,0.1272
1/19/2012,BAJAJFINSV,EQ,468.85,476,484.3,467,470.95,469.95,474.29,158935,7.53818E+12,5887,43708,0.275
1/20/2012,BAJAJFINSV,EQ,469.95,479,479,451.5,455,453.55,462.98,41234,1.90904E+12,2360,14796,0.3588
1/23/2012,BAJAJFINSV,EQ,453.55,456,458.5,444,447.6,449.6,451.69,28896,1.30519E+12,1437,15190,0.5257
1/24/2012,BAJAJFINSV,EQ,449.6,454,472.95,445.05,454.1,452,458.44,94457,4.33032E+12,3784,27874,0.2951
1/25/2012,BAJAJFINSV,EQ,452,456,458.75,452,455.3,455.7,456.33,20555,9.37985E+11,1387,7641,0.3717
1/27/2012,BAJAJFINSV,EQ,455.7,458,464.9,454.5,455.5,457.65,460.12,27617,1.2707E+12,1413,9545,0.3456
1/30/2012,BAJAJFINSV,EQ,457.65,454,459,433,434,436.35,445.04,25007,1.1129E+12,2430,13365,0.5345
1/31/2012,BAJAJFINSV,EQ,436.35,440,454.5,429.6,445.4,449.2,445.19,39193,1.74484E+12,2705,11409,0.2911
2/1/2012,BAJAJFINSV,EQ,449.2,450,466,450,461.2,458.95,459.61,71169,3.27097E+12,3993,16046,0.2255
2/2/2012,BAJAJFINSV,EQ,458.95,463.7,464.45,451.1,456.5,455.9,458.68,23140,1.06138E+12,1446,6671,0.2883
2/3/2012,BAJAJFINSV,EQ,455.9,451,506.6,446.4,492.2,494.25,491.68,524349,2.57811E+13,19210,80250,0.153
2/6/2012,BAJAJFINSV,EQ,494.25,499,504.75,482.25,488,488.45,494.95,114522,5.66822E+12,5118,32005,0.2795
2/7/2012,BAJAJFINSV,EQ,488.45,490,517,480.2,493,493.4,504.88,209679,1.05863E+13,10982,46801,0.2232
2/8/2012,BAJAJFINSV,EQ,493.4,497.4,509.8,488.1,507.65,504.45,500.62,78252,3.91744E+12,3338,26992,0.3449
2/9/2012,BAJAJFINSV,EQ,504.45,508.95,519.4,508.95,511,514.05,514.34,112096,5.76551E+12,4552,32144,0.2868
2/10/2012,BAJAJFINSV,EQ,514.05,509,518.45,500.55,505.7,507.15,510.26,71573,3.65209E+12,3239,21868,0.3055
2/13/2012,BAJAJFINSV,EQ,507.15,505,519.3,465,510,508.6,510.64,53467,2.73025E+12,2858,10074,0.1884
2/14/2012,BAJAJFINSV,EQ,508.6,510,525.9,508,515.85,513.1,515.92,85488,4.41051E+12,3626,22817,0.2669
2/15/2012,BAJAJFINSV,EQ,513.1,515,532,515,524.1,526.15,522.7,121309,6.34082E+12,3834,59278,0.4887
2/16/2012,BAJAJFINSV,EQ,526.15,526.65,534,517,527.5,529.85,525.32,56217,2.95321E+12,2267,19235,0.3422
2/17/2012,BAJAJFINSV,EQ,529.85,532,554.7,531,543.5,544.05,545.72,193006,1.05327E+13,6423,91050,0.4717
2/21/2012,BAJAJFINSV,EQ,544.05,526.5,592.5,526.5,580,580.55,578.21,307403,1.77743E+13,12958,127210,0.4138
2/22/2012,BAJAJFINSV,EQ,580.55,585,597.7,572.95,579,578.9,582,195948,1.14041E+13,6659,119537,0.61
2/23/2012,BAJAJFINSV,EQ,578.9,575,594.8,571.1,589,585,581.76,291668,1.69679E+13,8983,216027,0.7407
2/24/2012,BAJAJFINSV,EQ,585,585.85,593.35,575.75,580,579.7,581.98,89891,5.23148E+12,4685,52062,0.5792
2/27/2012,BAJAJFINSV,EQ,579.7,584,589.85,566.75,574.2,579.45,579.9,146327,8.48549E+12,7128,86568,0.5916
2/28/2012,BAJAJFINSV,EQ,579.45,580,588,575.05,583,582.95,583.42,41193,2.40327E+12,2047,28644,0.6954
2/29/2012,BAJAJFINSV,EQ,582.95,585,693.8,584.95,640.85,641.85,651.54,1684361,1.09742E+14,69290,231744,0.1376
3/1/2012,BAJAJFINSV,EQ,641.85,644.6,664.9,602.3,634.95,637.2,643.3,554826,3.56921E+13,24342,84568,0.1524
3/2/2012,BAJAJFINSV,EQ,637.2,630,643,610.1,630.35,633.75,637.2,188793,1.20299E+13,9041,57943,0.3069
3/3/2012,BAJAJFINSV,EQ,633.75,630,634.4,630,630,630.05,630.78,12561,7.92328E+11,296,7372,0.5869
3/5/2012,BAJAJFINSV,EQ,630.05,635,644,626,626.3,626.85,632.97,99432,6.29377E+12,3771,41472,0.4171
3/6/2012,BAJAJFINSV,EQ,626.85,620,653,606.4,609,609.4,631.98,133633,8.44538E+12,6960,33180,0.2483
3/7/2012,BAJAJFINSV,EQ,609.4,606,612.9,601.35,601.35,603.9,605.68,53580,3.24521E+12,2104,21446,0.4003
3/9/2012,BAJAJFINSV,EQ,603.9,610,620,602.9,612,609.8,609.51,72505,4.41924E+12,3615,46558,0.6421
3/12/2012,BAJAJFINSV,EQ,609.8,613.95,629.9,610.2,613,614.75,616.14,58235,3.58809E+12,2799,24699,0.4241
3/13/2012,BAJAJFINSV,EQ,614.75,619,651.8,609,637.95,630.95,639.17,230072,1.47055E+13,9840,48940,0.2127
3/14/2012,BAJAJFINSV,EQ,630.95,630,642,619.9,621.5,622.15,629.39,57938,3.64657E+12,2962,30596,0.5281
3/15/2012,BAJAJFINSV,EQ,622.15,617.45,628.25,612,616.8,617.35,617.96,36574,2.26014E+12,1724,16827,0.4601
3/16/2012,BAJAJFINSV,EQ,617.35,625,639,610.1,610.1,613.1,621.64,81083,5.04042E+12,3069,34814,0.4294
3/19/2012,BAJAJFINSV,EQ,613.1,614.05,618.9,601,602.75,601.6,606.16,54279,3.29016E+12,1786,28798,0.5306
3/20/2012,BAJAJFINSV,EQ,601.6,601,618.9,599,611,610.15,607.71,81903,4.97735E+12,4680,15047,0.1837
3/21/2012,BAJAJFINSV,EQ,610.15,610.25,616.95,604.8,612,612.1,612.12,99823,6.11039E+12,4732,49141,0.4923
3/22/2012,BAJAJFINSV,EQ,612.1,606,624.95,600,601,601.2,613.43,102880,6.31094E+12,4868,28614,0.2781
3/23/2012,BAJAJFINSV,EQ,601.2,605,615.45,601.15,607.2,609.3,609.41,56004,3.41292E+12,3857,11854,0.2117
3/26/2012,BAJAJFINSV,EQ,609.3,614,614,598.5,599.5,598.85,602.5,86818,5.23081E+12,4354,44590,0.5136
3/27/2012,BAJAJFINSV,EQ,598.85,598.5,611.8,597.5,598,598.5,599.83,38189,2.29069E+12,2737,15040,0.3938
3/28/2012,BAJAJFINSV,EQ,598.5,598,620,597,607.05,607,610.19,104331,6.36619E+12,6257,33316,0.3193
3/29/2012,BAJAJFINSV,EQ,607,603.55,614.6,597.2,601.35,605.85,607.31,49781,3.02327E+12,3253,15640,0.3142
3/30/2012,BAJAJFINSV,EQ,605.85,610,629.9,606,607,611.5,616.06,116028,7.14801E+12,7100,33652,0.29
4/2/2012,BAJAJFINSV,EQ,611.5,518.45,644.5,518.45,634,635.95,630.25,124504,7.84682E+12,6510,31234,0.2509
4/3/2012,BAJAJFINSV,EQ,635.95,638,670.8,632.05,667.25,664.7,655.48,228807,1.49979E+13,9789,62616,0.2737
4/4/2012,BAJAJFINSV,EQ,664.7,660.05,713.9,660,712.8,705.05,693.5,279567,1.93881E+13,12321,58503,0.2093
4/9/2012,BAJAJFINSV,EQ,705.05,702,722.7,696,709,709.3,713.8,270801,1.93296E+13,13174,55687,0.2056
4/10/2012,BAJAJFINSV,EQ,709.3,710,720,700.6,714,711.95,712.38,105004,7.4803E+12,5056,24814,0.2363
4/11/2012,BAJAJFINSV,EQ,711.95,710.2,712.8,686.2,690,692.7,700.23,60527,4.2383E+12,2788,22238,0.3674
4/12/2012,BAJAJFINSV,EQ,692.7,695,703,681.15,685.45,687.6,691.1,46735,3.22983E+12,2091,13392,0.2866
4/13/2012,BAJAJFINSV,EQ,687.6,689.95,701.65,669.2,671.15,673.9,687.9,30725,2.11358E+12,1812,8869,0.2887
4/16/2012,BAJAJFINSV,EQ,673.9,670,691,660.55,668,665.15,674.29,67241,4.53397E+12,3617,14628,0.2175
4/17/2012,BAJAJFINSV,EQ,665.15,671.65,682.9,663.35,670,672.7,672.3,45444,3.05518E+12,2113,16446,0.3619
4/18/2012,BAJAJFINSV,EQ,672.7,671,730.7,660,705.5,708.1,711.51,317125,2.25638E+13,14847,61867,0.1951
4/19/2012,BAJAJFINSV,EQ,708.1,710,717.95,693.25,706.45,700.35,708.73,87780,6.22122E+12,4075,25812,0.2941
4/20/2012,BAJAJFINSV,EQ,700.35,700,717.5,699.9,705.5,703.6,709.95,97885,6.94933E+12,4449,25595,0.2615
4/23/2012,BAJAJFINSV,EQ,703.6,705,716.9,691.4,703,702.25,711.27,94845,6.74603E+12,4173,40307,0.425
4/24/2012,BAJAJFINSV,EQ,702.25,704.85,709,696.1,699.5,699.35,701.74,39180,2.74943E+12,1424,16355,0.4174
4/25/2012,BAJAJFINSV,EQ,699.35,700,712,696,699.95,697.9,702.84,41505,2.91716E+12,1547,12871,0.3101
4/26/2012,BAJAJFINSV,EQ,697.9,700,714.8,695.3,702.05,704.05,706.38,47628,3.36434E+12,2309,8162,0.1714
4/27/2012,BAJAJFINSV,EQ,704.05,711,779.7,705.55,739.9,737.9,751.69,880443,6.61822E+13,33876,82625,0.0938
4/28/2012,BAJAJFINSV,EQ,737.9,745,745,725.55,742,738.05,737.12,32135,2.36873E+12,1197,6941,0.216
4/30/2012,BAJAJFINSV,EQ,738.05,740.9,746,725,734,731.7,735.52,79219,5.8267E+12,3461,19539,0.2466
5/2/2012,BAJAJFINSV,EQ,731.7,726,764.6,726,737,734.75,748.16,144989,1.08476E+13,7278,26209,0.1808
5/3/2012,BAJAJFINSV,EQ,734.75,739.7,758,734.95,748,748.55,749.27,143596,1.07591E+13,4921,41308,0.2877
5/4/2012,BAJAJFINSV,EQ,748.55,748,748.9,699,706.9,702.75,717.53,65961,4.73288E+12,3059,20848,0.3161
5/7/2012,BAJAJFINSV,EQ,702.75,703.6,731.5,671.1,725.5,720.3,706.91,97788,6.91271E+12,4252,15043,0.1538
5/8/2012,BAJAJFINSV,EQ,720.3,725,751,710.1,720,717.25,735.98,162650,1.19707E+13,6143,40630,0.2498
5/9/2012,BAJAJFINSV,EQ,717.25,724.4,748,721.05,724,725.5,734.52,116936,8.5892E+12,5116,21436,0.1833
5/10/2012,BAJAJFINSV,EQ,725.5,732.35,745,712.15,716.3,719.05,729.58,93189,6.79891E+12,3901,19761,0.2121
5/11/2012,BAJAJFINSV,EQ,719.05,710,722,700.2,708.5,710,715.05,59677,4.26722E+12,2686,15873,0.266
5/14/2012,BAJAJFINSV,EQ,710,717.7,728.05,707,721,715.75,717.65,62457,4.48226E+12,3147,15836,0.2536
5/15/2012,BAJAJFINSV,EQ,715.75,724,730,710,720,718,721.54,84770,6.11651E+12,4122,17982,0.2121
5/16/2012,BAJAJFINSV,EQ,718,718.25,733.95,702.1,703,709.4,718.02,264854,1.9017E+13,10669,38545,0.1455
5/17/2012,BAJAJFINSV,EQ,709.4,712,725,701,702.05,705.35,715.27,155807,1.11444E+13,5485,31525,0.2023
5/18/2012,BAJAJFINSV,EQ,705.35,699.9,704,662.3,685.6,682.9,685.43,112746,7.72799E+12,4738,42331,0.3755
5/21/2012,BAJAJFINSV,EQ,682.9,683.05,707.9,681.6,703,699.8,698.35,69803,4.87472E+12,2958,21118,0.3025
5/22/2012,BAJAJFINSV,EQ,699.8,713.9,713.9,680,684.1,687.6,699.28,38352,2.68189E+12,1841,10691,0.2788
5/23/2012,BAJAJFINSV,EQ,687.6,688.35,690,655,663,661.45,665.94,83022,5.5288E+12,4195,35654,0.4295
5/24/2012,BAJAJFINSV,EQ,661.45,670,687.8,654,682,683.25,672.77,101185,6.8074E+12,4576,35787,0.3537
5/25/2012,BAJAJFINSV,EQ,683.25,676.05,690.85,674.1,677,675.75,680.93,41140,2.80136E+12,2072,15470,0.376
5/28/2012,BAJAJFINSV,EQ,675.75,681.7,684.4,668,674.2,673.35,676.93,25049,1.69564E+12,1306,7352,0.2935
5/29/2012,BAJAJFINSV,EQ,673.35,675,683.05,664.35,666.3,668.8,674.94,25690,1.73392E+12,1292,5051,0.1966
5/30/2012,BAJAJFINSV,EQ,668.8,670.75,687.5,660,664,663.55,671.53,46473,3.1208E+12,2529,9410,0.2025
5/31/2012,BAJAJFINSV,EQ,663.55,656.05,669,653.55,654.5,655.7,660.94,17499,1.15657E+12,1190,5891,0.3366
6/1/2012,BAJAJFINSV,EQ,655.7,658.95,664,653.5,653.5,653.9,656.1,25243,1.6562E+12,1014,11073,0.4387
6/4/2012,BAJAJFINSV,EQ,653.9,647.4,653.6,630,635.5,636.1,637.61,19021,1.2128E+12,1075,6577,0.3458
6/5/2012,BAJAJFINSV,EQ,636.1,640,645.4,630.05,640,638.3,639.16,22813,1.45813E+12,994,6000,0.263
6/6/2012,BAJAJFINSV,EQ,638.3,640,666,640,654,653.2,656.97,66382,4.36113E+12,3071,19626,0.2957
6/7/2012,BAJAJFINSV,EQ,653.2,655,662,651,656.2,655.15,656.56,29868,1.96101E+12,1139,10409,0.3485
6/8/2012,BAJAJFINSV,EQ,655.15,664,689,654.25,660.8,658.95,661.59,61387,4.06129E+12,3088,14243,0.232
6/11/2012,BAJAJFINSV,EQ,658.95,662,666.2,648.05,654,654.55,659.78,27778,1.83275E+12,1632,8666,0.312
6/12/2012,BAJAJFINSV,EQ,654.55,655,676.5,649,663,662.55,662.46,76657,5.07823E+12,2627,24121,0.3147
6/13/2012,BAJAJFINSV,EQ,662.55,664.05,669.9,660.35,662,662.1,664.37,33902,2.25235E+12,1236,16590,0.4894
6/14/2012,BAJAJFINSV,EQ,662.1,657.05,664.7,642.05,648.8,646.95,653.49,21095,1.37854E+12,1260,10711,0.5078
6/15/2012,BAJAJFINSV,EQ,646.95,651.85,662,647,648,649.1,653.76,29172,1.90716E+12,1947,9272,0.3178
6/18/2012,BAJAJFINSV,EQ,649.1,651.35,659,638.45,650,648.5,651.25,24188,1.57524E+12,1710,7271,0.3006
6/19/2012,BAJAJFINSV,EQ,648.5,642.2,657,642.2,654.45,652.45,648.58,14175,9.19368E+11,1009,4057,0.2862
6/20/2012,BAJAJFINSV,EQ,652.45,653.2,658.8,650,651,653.7,653.72,15692,1.02582E+12,843,4245,0.2705
6/21/2012,BAJAJFINSV,EQ,653.7,655.05,658,638.2,643,642.65,645.16,20330,1.31162E+12,1014,10880,0.5352
6/22/2012,BAJAJFINSV,EQ,642.65,642.15,647,635.3,637.05,638.45,640.75,16620,1.06493E+12,1168,6203,0.3732
6/25/2012,BAJAJFINSV,EQ,638.45,642.15,646.6,638,638.2,639.1,643.07,11445,7.3599E+11,740,5838,0.5101
6/26/2012,BAJAJFINSV,EQ,639.1,642.85,642.95,635,639,638.25,638.85,10364,6.62101E+11,649,3612,0.3485
6/27/2012,BAJAJFINSV,EQ,638.25,640,651.5,639,643.35,643.95,645.29,43339,2.79662E+12,1332,23976,0.5532
6/28/2012,BAJAJFINSV,EQ,643.95,649,685.9,648.25,677.9,680.55,675.99,392228,2.6514E+13,14249,54067,0.1378
6/29/2012,BAJAJFINSV,EQ,680.55,684.7,690,673.25,681,684.35,682.19,110884,7.56445E+12,4902,25185,0.2271
7/2/2012,BAJAJFINSV,EQ,684.35,689.3,689.4,671.25,676.25,675,678.51,34553,2.34446E+12,1707,9328,0.27
7/3/2012,BAJAJFINSV,EQ,675,679.35,706.8,672,693.2,692.05,693.49,158012,1.0958E+13,6122,33204,0.2101
7/4/2012,BAJAJFINSV,EQ,692.05,693,709.75,692.05,695.4,695.85,701.05,86872,6.09013E+12,3719,23477,0.2702
7/5/2012,BAJAJFINSV,EQ,695.85,699.6,699.8,681.2,682.55,684.9,687.63,63137,4.34147E+12,1994,30120,0.4771
7/6/2012,BAJAJFINSV,EQ,684.9,684.9,698.8,673,677.05,677.25,686.99,68556,4.70973E+12,3269,20888,0.3047
7/9/2012,BAJAJFINSV,EQ,677.25,666.1,677.65,661.25,663,662.8,667.02,28733,1.91656E+12,1444,11473,0.3993
7/10/2012,BAJAJFINSV,EQ,662.8,663.25,680,663.05,678,677.2,672.36,27465,1.84664E+12,1499,7342,0.2673
7/11/2012,BAJAJFINSV,EQ,677.2,663.1,689.4,663.1,682,681.75,680.48,58224,3.96202E+12,2563,13014,0.2235
7/12/2012,BAJAJFINSV,EQ,681.75,683.9,702,672.5,692,696.3,690.61,88715,6.12674E+12,2701,26988,0.3042
7/13/2012,BAJAJFINSV,EQ,696.3,697.05,704,682.1,686.9,688.45,692.93,66543,4.61096E+12,2556,25101,0.3772
7/16/2012,BAJAJFINSV,EQ,688.45,692,694,681,683.4,683.3,687.54,26879,1.84805E+12,1271,13901,0.5172
7/17/2012,BAJAJFINSV,EQ,683.3,685,703.9,666.05,684.6,681,684.78,327745,2.24433E+13,12447,52198,0.1593
7/18/2012,BAJAJFINSV,EQ,681,693.4,720.9,682,712,713.2,709.93,693016,4.9199E+13,25701,177934,0.2568
7/19/2012,BAJAJFINSV,EQ,713.2,719,739.9,713.05,731,731.3,729.98,373864,2.72914E+13,13220,94659,0.2532
7/20/2012,BAJAJFINSV,EQ,731.3,732.1,733.8,710.7,712.15,713.95,721.34,68055,4.90908E+12,2719,28704,0.4218
7/23/2012,BAJAJFINSV,EQ,713.95,708.35,727,696,725,722.35,714.51,101977,7.28637E+12,3871,38541,0.3779
7/24/2012,BAJAJFINSV,EQ,722.35,725.05,741.9,723,728.6,729.35,732.44,131277,9.61523E+12,5416,52177,0.3975
7/25/2012,BAJAJFINSV,EQ,729.35,735,750.1,723.05,734,733.85,736.31,112287,8.26775E+12,4267,44727,0.3983
7/26/2012,BAJAJFINSV,EQ,733.85,734.05,737.9,714.4,717,717.35,723.06,38642,2.79404E+12,1521,20761,0.5373
7/27/2012,BAJAJFINSV,EQ,717.35,731.4,737,717,725,720.75,725.75,59987,4.35356E+12,4157,30412,0.507
