Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
4/30/2014,BAJAJFINSV,EQ,829.6,827.25,837.35,819.95,831.05,832.15,829.35,27065,2.24465E+12,1566,21969,0.8117
5/2/2014,BAJAJFINSV,EQ,832.15,828.6,831.95,810,815.2,815.2,815.59,16987,1.38544E+12,1518,12109,0.7128
5/5/2014,BAJAJFINSV,EQ,815.2,809,815,800.25,812,811.2,808.12,16530,1.33583E+12,761,13516,0.8177
5/6/2014,BAJAJFINSV,EQ,811.2,805,828,805,820,823.8,814.76,27678,2.25509E+12,1625,22434,0.8105
5/7/2014,BAJAJFINSV,EQ,823.8,818.15,826,807,826,820.85,819.2,168660,1.38165E+13,1940,163092,0.967
5/8/2014,BAJAJFINSV,EQ,820.85,820.05,836,820.05,834,833,824.79,459137,3.78692E+13,2116,440967,0.9604
5/9/2014,BAJAJFINSV,EQ,833,830,845,810.2,836.95,838.05,828.59,30681,2.54219E+12,2626,17148,0.5589
5/12/2014,BAJAJFINSV,EQ,838.05,830.05,848.75,790.5,838.4,839.45,830.64,326336,2.71069E+13,2955,307174,0.9413
5/13/2014,BAJAJFINSV,EQ,839.45,832.5,857.6,820.05,849.95,848.05,848.38,45827,3.88786E+12,2706,36105,0.7879
5/14/2014,BAJAJFINSV,EQ,848.05,848,851.6,834.95,840,839.85,838.57,203005,1.70234E+13,2287,187954,0.9259
5/15/2014,BAJAJFINSV,EQ,839.85,829.85,829.85,811,812,818.9,819.44,161156,1.32057E+13,2129,147168,0.9132
5/16/2014,BAJAJFINSV,EQ,818.9,810,825,788.85,822,821.65,805.44,165901,1.33623E+13,2851,153923,0.9278
5/19/2014,BAJAJFINSV,EQ,821.65,829,880,805,877.5,873.8,856.89,53310,4.56809E+12,3375,36769,0.6897
5/20/2014,BAJAJFINSV,EQ,873.8,884.7,888.55,860,874,874.9,874.75,26153,2.28774E+12,1921,19845,0.7588
5/21/2014,BAJAJFINSV,EQ,874.9,861.8,909.9,861.8,876,880.5,884.15,59093,5.22473E+12,2904,45135,0.7638
5/22/2014,BAJAJFINSV,EQ,880.5,885.25,895,876.15,881.25,887.95,890.11,382189,3.4019E+13,7394,339817,0.8891
5/23/2014,BAJAJFINSV,EQ,887.95,902,902,878.2,885.3,889.95,889.29,76993,6.84688E+12,6272,67318,0.8743
5/26/2014,BAJAJFINSV,EQ,889.95,865.15,897.95,865.15,894,891.1,891.37,47137,4.20165E+12,1163,36788,0.7804
5/27/2014,BAJAJFINSV,EQ,891.1,875.25,938,875.25,915,907.1,907.9,73216,6.64732E+12,5709,43109,0.5888
5/28/2014,BAJAJFINSV,EQ,907.1,910,925,885,896.15,903.75,907.2,48003,4.35484E+12,1541,36114,0.7523
5/29/2014,BAJAJFINSV,EQ,903.75,894.7,904.5,875,875,885.9,892.42,19951,1.78046E+12,1337,14304,0.717
5/30/2014,BAJAJFINSV,EQ,885.9,880,883,847.7,850,852,862.06,23831,2.05439E+12,2551,14975,0.6284
6/2/2014,BAJAJFINSV,EQ,852,843.5,895,837.05,878.55,879,865.1,95008,8.21917E+12,5085,46881,0.4934
6/3/2014,BAJAJFINSV,EQ,879,884,888.9,861,880,878.55,878.93,123670,1.08697E+13,3388,109393,0.8846
6/4/2014,BAJAJFINSV,EQ,878.55,881,949,872.25,915,916.85,912.52,252355,2.3028E+13,8179,172627,0.6841
6/5/2014,BAJAJFINSV,EQ,916.85,927.7,950,919.2,937,943.5,936.58,151751,1.42126E+13,7130,100196,0.6603
6/6/2014,BAJAJFINSV,EQ,943.5,936,960,932.2,944.05,944.8,947.3,73691,6.98074E+12,5107,53188,0.7218
6/9/2014,BAJAJFINSV,EQ,944.8,945,954.95,911.2,917.9,922,931.17,33792,3.14663E+12,2752,18559,0.5492
6/10/2014,BAJAJFINSV,EQ,922,922,945,906.25,935,931.75,921.22,28095,2.58818E+12,2315,19155,0.6818
6/11/2014,BAJAJFINSV,EQ,931.75,931,939.95,914,921,925.35,922.91,22294,2.05754E+12,2022,14686,0.6587
6/12/2014,BAJAJFINSV,EQ,925.35,898,939,881.2,920,925.55,911.45,54909,5.00466E+12,5150,29099,0.5299
6/13/2014,BAJAJFINSV,EQ,925.55,913.05,923.9,911.15,919,915.3,915.08,90837,8.3123E+12,5113,81767,0.9002
6/16/2014,BAJAJFINSV,EQ,915.3,913,927,905,917.9,917.8,916.43,54371,4.9827E+12,2393,45702,0.8406
6/17/2014,BAJAJFINSV,EQ,917.8,919,952.85,910.6,919.95,916.25,933.73,36373,3.39627E+12,2757,14157,0.3892
6/18/2014,BAJAJFINSV,EQ,916.25,909,937.8,909,924,928.8,928.61,30125,2.79745E+12,3023,18948,0.629
6/19/2014,BAJAJFINSV,EQ,928.8,920,951,914,944.9,942.15,931.47,73008,6.80044E+12,4410,46439,0.6361
6/20/2014,BAJAJFINSV,EQ,942.15,935,944,927,930,929.95,931.1,37025,3.44741E+12,2582,28868,0.7797
6/23/2014,BAJAJFINSV,EQ,929.95,925.05,934.05,921.1,930,929.85,927.81,17918,1.66245E+12,1900,12188,0.6802
6/24/2014,BAJAJFINSV,EQ,929.85,925.25,940,925.25,930,929.95,930.52,20268,1.88598E+12,1823,14660,0.7233
6/25/2014,BAJAJFINSV,EQ,929.95,929,939.75,925.15,926,931.15,931.32,21795,2.0298E+12,2018,14439,0.6625
6/26/2014,BAJAJFINSV,EQ,931.15,924,938.1,900.1,906.95,904.45,912.8,32439,2.96103E+12,3360,20966,0.6463
6/27/2014,BAJAJFINSV,EQ,904.45,905,929,905,921.5,925.75,917.85,21792,2.00019E+12,1397,11916,0.5468
6/30/2014,BAJAJFINSV,EQ,925.75,921.55,944.55,921.55,934.8,934.75,931.38,42213,3.93165E+12,1823,32936,0.7802
7/1/2014,BAJAJFINSV,EQ,934.75,934.75,973.7,932.1,950,952.6,958.74,88246,8.46049E+12,3892,40072,0.4541
7/2/2014,BAJAJFINSV,EQ,952.6,952.3,975,950.25,956,958.7,962.53,59284,5.70627E+12,3022,29248,0.4934
7/3/2014,BAJAJFINSV,EQ,958.7,953,962.85,931,948.65,950.6,953.09,69677,6.64083E+12,3429,53093,0.762
7/4/2014,BAJAJFINSV,EQ,950.6,933,959.9,933,950,947.4,952.03,17722,1.6872E+12,1465,9523,0.5374
7/7/2014,BAJAJFINSV,EQ,947.4,945.95,969,932.4,966,958,948.31,23961,2.27225E+12,2369,13798,0.5759
7/8/2014,BAJAJFINSV,EQ,958,975,975,936.95,940,945.3,950.05,28704,2.72702E+12,2650,18336,0.6388
7/9/2014,BAJAJFINSV,EQ,945.3,935,954.65,917.7,935,938.4,934.01,24645,2.30187E+12,2076,14817,0.6012
7/10/2014,BAJAJFINSV,EQ,938.4,929,965,929,950.2,953.5,949.72,47261,4.48848E+12,4511,25854,0.547
7/11/2014,BAJAJFINSV,EQ,953.5,946.55,957.5,931.4,937.5,936.8,942.06,18087,1.70391E+12,2219,11674,0.6454
7/14/2014,BAJAJFINSV,EQ,936.8,939.2,950.9,924,928,928,931.62,18915,1.76217E+12,2276,12955,0.6849
7/15/2014,BAJAJFINSV,EQ,928,930.05,942,920.1,925.5,925.4,927.23,17327,1.6066E+12,2109,11760,0.6787
7/16/2014,BAJAJFINSV,EQ,925.4,925.25,988,925.25,944.3,947.6,959.82,157682,1.51346E+13,7792,70939,0.4499
7/17/2014,BAJAJFINSV,EQ,947.6,950,975,940.05,947,942.95,953.8,98788,9.42243E+12,5389,65493,0.663
7/18/2014,BAJAJFINSV,EQ,942.95,946.45,974.3,945,965.9,964.35,964.77,98277,9.48148E+12,4761,52719,0.5364
7/21/2014,BAJAJFINSV,EQ,964.35,965,974.95,946.6,950.05,950.65,960.44,34768,3.33927E+12,2044,21752,0.6256
7/22/2014,BAJAJFINSV,EQ,950.65,947.15,960,935,935,938.85,942.34,23582,2.22222E+12,1681,14136,0.5994
7/23/2014,BAJAJFINSV,EQ,938.85,935,949,923,930.1,929.85,924.34,186603,1.72484E+13,2369,172005,0.9218
7/24/2014,BAJAJFINSV,EQ,929.85,930,961.1,912,930,930.2,940.42,120590,1.13405E+13,7335,55877,0.4634
7/25/2014,BAJAJFINSV,EQ,930.2,927.05,943,915.05,925.05,935.4,926.91,40363,3.7413E+12,3861,22701,0.5624
7/28/2014,BAJAJFINSV,EQ,935.4,933,942,921.4,930.05,935,933.21,41011,3.82718E+12,2784,23528,0.5737
7/30/2014,BAJAJFINSV,EQ,935,927.05,944.5,923,944.4,940.5,934.39,51416,4.80428E+12,4882,30618,0.5955
7/31/2014,BAJAJFINSV,EQ,940.5,932,953.05,932,947.05,944.25,946.66,31896,3.01946E+12,1787,13352,0.4186
8/1/2014,BAJAJFINSV,EQ,944.25,935,963.9,935,948.2,950.35,952.48,39278,3.74114E+12,2713,25559,0.6507
8/4/2014,BAJAJFINSV,EQ,950.35,945,958.9,940,945.05,950.7,947.95,13756,1.304E+12,1143,7557,0.5494
8/5/2014,BAJAJFINSV,EQ,950.7,948,965,945.05,960,957.9,956.99,28100,2.68915E+12,2130,20346,0.7241
8/6/2014,BAJAJFINSV,EQ,957.9,950.2,963.95,945.05,954.5,949.6,950.09,25747,2.44619E+12,1784,20904,0.8119
8/7/2014,BAJAJFINSV,EQ,949.6,941,953,937,937.2,941.65,948.44,37557,3.56206E+12,895,31485,0.8383
8/8/2014,BAJAJFINSV,EQ,941.65,932,934.5,912.65,928.25,928.65,921.72,123825,1.14131E+13,1987,113393,0.9158
8/11/2014,BAJAJFINSV,EQ,928.65,931,948.95,922,929.8,928.95,927.24,74662,6.92298E+12,948,69406,0.9296
8/12/2014,BAJAJFINSV,EQ,928.95,931.05,937.75,921.2,930,930.25,928.96,21948,2.03888E+12,900,16367,0.7457
8/13/2014,BAJAJFINSV,EQ,930.25,926,934.9,916.25,922,922.6,922.39,32088,2.95977E+12,1076,26559,0.8277
8/14/2014,BAJAJFINSV,EQ,922.6,923.25,948,919.95,947,940.3,924.46,157556,1.45655E+13,1274,147972,0.9392
8/18/2014,BAJAJFINSV,EQ,940.3,931.3,942.5,930.15,930.15,933,934.43,33145,3.09718E+12,1606,25459,0.7681
8/19/2014,BAJAJFINSV,EQ,933,930.25,936.2,921.05,929.5,929.9,930.12,26712,2.48454E+12,1149,20331,0.7611
8/20/2014,BAJAJFINSV,EQ,929.9,921.5,935,921.5,927.35,929.75,931.74,23236,2.165E+12,1281,18681,0.804
8/21/2014,BAJAJFINSV,EQ,929.75,930,963,930,942.15,942.4,944.6,71589,6.76228E+12,5074,51634,0.7213
8/22/2014,BAJAJFINSV,EQ,942.4,937.45,969,937.45,967.5,965.45,955.1,66635,6.36432E+12,6027,47062,0.7063
8/25/2014,BAJAJFINSV,EQ,965.45,958.25,975,958.25,971.25,972.75,970.29,50318,4.88231E+12,2638,27962,0.5557
8/26/2014,BAJAJFINSV,EQ,972.75,966.05,1031.9,966.05,1025.1,1018.7,1002.76,122324,1.22662E+13,6094,47330,0.3869
8/27/2014,BAJAJFINSV,EQ,1018.7,1069.3,1075.8,1003,1030,1034.45,1045.26,162948,1.70323E+13,8760,58330,0.358
8/28/2014,BAJAJFINSV,EQ,1034.45,1033,1061,1033,1056,1053.3,1051.7,46525,4.89301E+12,3345,17313,0.3721
9/1/2014,BAJAJFINSV,EQ,1053.3,1050.05,1074.95,1050,1066,1067.5,1060.99,33524,3.55686E+12,2100,19150,0.5712
9/2/2014,BAJAJFINSV,EQ,1067.5,1073,1115.55,1069.65,1104,1101.95,1084.69,608134,6.59637E+13,4145,571723,0.9401
9/3/2014,BAJAJFINSV,EQ,1101.95,1111,1139.7,1090.6,1094,1098.35,1113.58,39820,4.43428E+12,2485,15551,0.3905
9/4/2014,BAJAJFINSV,EQ,1098.35,1090,1114,1090,1100,1098.7,1099.74,31132,3.42371E+12,2068,18281,0.5872
9/5/2014,BAJAJFINSV,EQ,1098.7,1095,1124,1095,1099.8,1098.5,1105.36,29293,3.23793E+12,3248,14178,0.484
9/8/2014,BAJAJFINSV,EQ,1098.5,1100,1115,1096.05,1100,1102,1103.56,28328,3.12616E+12,2455,17550,0.6195
9/9/2014,BAJAJFINSV,EQ,1102,1101.25,1109.75,1081.5,1109.75,1098.1,1095.79,13307,1.45817E+12,1095,6355,0.4776
9/10/2014,BAJAJFINSV,EQ,1098.1,1098.15,1099,1070.05,1070.4,1075.85,1083.88,17973,1.94807E+12,2269,12509,0.696
9/11/2014,BAJAJFINSV,EQ,1075.85,1070,1111.9,1070,1095,1092.25,1096.05,43512,4.76915E+12,4711,28087,0.6455
9/12/2014,BAJAJFINSV,EQ,1092.25,1086,1100,1070,1073.2,1079.55,1081.62,14248,1.54109E+12,2298,9425,0.6615
9/15/2014,BAJAJFINSV,EQ,1079.55,1070.25,1100,1066.6,1072,1074.85,1084.52,19602,2.12588E+12,2291,11919,0.6081
9/16/2014,BAJAJFINSV,EQ,1074.85,1068.25,1087.95,1021.1,1022.1,1028.2,1052.94,21005,2.21169E+12,1604,15130,0.7203
9/17/2014,BAJAJFINSV,EQ,1028.2,1025.25,1072.8,1025.25,1069,1068.75,1057.59,34159,3.61262E+12,3857,17379,0.5088
9/18/2014,BAJAJFINSV,EQ,1068.75,1066.35,1084,1060,1065.5,1068.95,1068.9,22601,2.41582E+12,1665,13498,0.5972
9/19/2014,BAJAJFINSV,EQ,1068.95,1068.95,1092.45,1054,1085,1085.65,1082.67,40235,4.35611E+12,9634,29410,0.731
9/22/2014,BAJAJFINSV,EQ,1085.65,1077.25,1096,1052.25,1052.3,1059.2,1064.64,52093,5.54602E+12,4165,42734,0.8203
9/23/2014,BAJAJFINSV,EQ,1059.2,1056,1084,1056,1059.7,1062.15,1070.91,41238,4.41621E+12,5009,29728,0.7209
9/24/2014,BAJAJFINSV,EQ,1062.15,1059.05,1092.95,1040.6,1046,1043.75,1060.93,15070,1.59882E+12,1207,8285,0.5498
9/25/2014,BAJAJFINSV,EQ,1043.75,1044,1061.7,1043,1060,1052.65,1051.62,37130,3.90466E+12,2988,28501,0.7676
9/26/2014,BAJAJFINSV,EQ,1052.65,1050,1065.3,1032.5,1060,1058,1051.19,29758,3.12814E+12,1960,19798,0.6653
9/29/2014,BAJAJFINSV,EQ,1058,1048.15,1095.95,1048.15,1095.7,1088.95,1078.46,16012,1.72684E+12,1327,10325,0.6448
9/30/2014,BAJAJFINSV,EQ,1088.95,1080.25,1164.85,1080.25,1130,1129.65,1130.96,180721,2.04389E+13,5462,142460,0.7883
10/1/2014,BAJAJFINSV,EQ,1129.65,1124,1137.7,1120,1122.05,1125.95,1128.34,54081,6.10217E+12,1850,44895,0.8301
10/7/2014,BAJAJFINSV,EQ,1125.95,1120.05,1130,1102.25,1115.2,1114.95,1116.49,11587,1.29368E+12,1649,8013,0.6916
10/8/2014,BAJAJFINSV,EQ,1114.95,1112,1131.9,1104.9,1114,1115.25,1119.04,31647,3.54144E+12,3529,24529,0.7751
10/9/2014,BAJAJFINSV,EQ,1115.25,1116,1129,1106.1,1114,1112.6,1114.08,17471,1.9464E+12,2056,11639,0.6662
10/10/2014,BAJAJFINSV,EQ,1112.6,1105.6,1119.95,1082.1,1090.05,1093.85,1107.75,18278,2.02474E+12,1409,13149,0.7194
10/13/2014,BAJAJFINSV,EQ,1093.85,1083.4,1118,1075.3,1110,1110.45,1100.04,11458,1.26042E+12,1122,6585,0.5747
10/14/2014,BAJAJFINSV,EQ,1110.45,1113.3,1134,1057,1065.15,1105.1,1110.86,119623,1.32884E+13,9554,38579,0.3225
10/16/2014,BAJAJFINSV,EQ,1105.1,1058.5,1084,1001.1,1020,1020.6,1049,43672,4.58119E+12,3248,28043,0.6421
10/17/2014,BAJAJFINSV,EQ,1020.6,1021,1039.75,1002.25,1025,1010.5,1008.89,66616,6.72081E+12,2532,53827,0.808
10/20/2014,BAJAJFINSV,EQ,1010.5,1019,1049,1010,1017,1015.6,1022.64,65095,6.65687E+12,2777,48851,0.7505
10/21/2014,BAJAJFINSV,EQ,1015.6,1020,1030,1005,1015,1016.1,1022.3,25903,2.64805E+12,2128,16780,0.6478
10/22/2014,BAJAJFINSV,EQ,1016.1,1026,1026,1007,1010,1011.25,1015.92,14826,1.5062E+12,1304,9768,0.6588
10/23/2014,BAJAJFINSV,EQ,1011.25,1046.5,1046.5,1015.95,1039,1035.25,1030.04,17420,1.79433E+12,1545,11683,0.6707
10/27/2014,BAJAJFINSV,EQ,1035.25,1049,1075,975,1065.1,1067.6,1058.67,32273,3.41663E+12,2676,17597,0.5453
10/28/2014,BAJAJFINSV,EQ,1067.6,1064,1073.35,1047.7,1052,1054.85,1055.01,17067,1.80059E+12,1563,12225,0.7163
10/29/2014,BAJAJFINSV,EQ,1054.85,1051,1072,1047.55,1062,1069.45,1063.84,15911,1.69268E+12,1385,10639,0.6687
10/30/2014,BAJAJFINSV,EQ,1069.45,1066,1079,1053.1,1075,1073.45,1059.81,43144,4.57246E+12,1520,38367,0.8893
10/31/2014,BAJAJFINSV,EQ,1073.45,1077,1085,1058.55,1070,1068.35,1072.65,64349,6.90241E+12,1672,46215,0.7182
11/3/2014,BAJAJFINSV,EQ,1068.35,1068.35,1072,1045.1,1047,1051.25,1053.71,13536,1.4263E+12,1359,10156,0.7503
11/5/2014,BAJAJFINSV,EQ,1051.25,1055,1070,1032,1049,1041.65,1043.66,96089,1.00284E+13,3979,69210,0.7203
11/7/2014,BAJAJFINSV,EQ,1041.65,1075.3,1075.3,1021,1046,1039.65,1036.18,252873,2.62023E+13,6336,223838,0.8852
11/10/2014,BAJAJFINSV,EQ,1039.65,1050.1,1074,1024.1,1049.75,1040,1040.38,287014,2.98605E+13,3436,257858,0.8984
11/11/2014,BAJAJFINSV,EQ,1040,1044,1073,1035.05,1062,1060.4,1048.85,91469,9.59373E+12,3277,71687,0.7837
11/12/2014,BAJAJFINSV,EQ,1060.4,1065,1065,1046,1055,1053.15,1055,193294,2.03926E+13,2850,181176,0.9373
11/13/2014,BAJAJFINSV,EQ,1053.15,1055,1058,1025,1037.5,1032.7,1040.04,118410,1.23151E+13,1489,107974,0.9119
11/14/2014,BAJAJFINSV,EQ,1032.7,1032,1048.15,1030,1031,1033.55,1035.46,18687,1.93497E+12,899,13067,0.6993
11/17/2014,BAJAJFINSV,EQ,1033.55,1039,1070,1025,1050,1049.25,1035.15,111096,1.15001E+13,3094,96653,0.87
11/18/2014,BAJAJFINSV,EQ,1049.25,1060,1065,1035.15,1044.9,1042.05,1045.47,738125,7.7169E+13,2487,715869,0.9698
11/19/2014,BAJAJFINSV,EQ,1042.05,1040,1055,1030,1050,1048.75,1038,276148,2.86642E+13,2168,250666,0.9077
11/20/2014,BAJAJFINSV,EQ,1048.75,1078,1080,1036.2,1036.2,1041.5,1049.14,250793,2.63117E+13,4546,212300,0.8465
11/21/2014,BAJAJFINSV,EQ,1041.5,1042,1080,1038.55,1070,1073.6,1048.82,489727,5.13634E+13,4705,413721,0.8448
11/24/2014,BAJAJFINSV,EQ,1073.6,1080,1090.05,1058.25,1065,1065.15,1067.41,179445,1.91541E+13,5107,147225,0.8204
11/25/2014,BAJAJFINSV,EQ,1065.15,1060.05,1088.25,1060.05,1079,1076.25,1075.07,59069,6.35033E+12,2206,38612,0.6537
11/26/2014,BAJAJFINSV,EQ,1076.25,1079.9,1119.95,1071.15,1117.05,1117.15,1103.61,76433,8.43523E+12,2986,46349,0.6064
11/27/2014,BAJAJFINSV,EQ,1117.15,1115.25,1148.4,1110,1137,1140.1,1127.45,49454,5.57568E+12,3036,27273,0.5515
11/28/2014,BAJAJFINSV,EQ,1140.1,1147,1173.95,1133.2,1150,1150.6,1159.18,117543,1.36253E+13,5110,80033,0.6809
12/1/2014,BAJAJFINSV,EQ,1150.6,1154.1,1172,1146,1150,1149.75,1154.47,42913,4.95416E+12,2704,29472,0.6868
12/2/2014,BAJAJFINSV,EQ,1149.75,1150.75,1160,1146.3,1149,1150,1150.61,24369,2.80392E+12,777,14659,0.6015
12/3/2014,BAJAJFINSV,EQ,1150,1165.25,1254,1165.25,1247,1244.75,1233.81,141934,1.7512E+13,7530,52479,0.3697
12/4/2014,BAJAJFINSV,EQ,1244.75,1259,1277.6,1233.25,1260.05,1261.05,1261.22,70609,8.90537E+12,2977,32454,0.4596
12/5/2014,BAJAJFINSV,EQ,1261.05,1262.75,1274,1254.55,1269.75,1270.05,1269.15,31628,4.01406E+12,1545,22417,0.7088
12/8/2014,BAJAJFINSV,EQ,1270.05,1270,1396,1269.95,1351.6,1359.5,1363.55,286631,3.90835E+13,12066,162835,0.5681
12/9/2014,BAJAJFINSV,EQ,1359.5,1368.8,1416.9,1311,1339,1347.55,1365.43,164546,2.24676E+13,5944,103099,0.6266
12/10/2014,BAJAJFINSV,EQ,1347.55,1343,1358.4,1305,1314,1318.5,1333.98,161264,2.15122E+13,6926,84252,0.5224
12/11/2014,BAJAJFINSV,EQ,1318.5,1314.15,1346.5,1298.9,1305.1,1303.7,1323.66,71451,9.45768E+12,4678,41351,0.5787
12/12/2014,BAJAJFINSV,EQ,1303.7,1313,1323.5,1280.1,1296,1290.1,1303.26,19376,2.5252E+12,3052,9650,0.498
12/15/2014,BAJAJFINSV,EQ,1290.1,1295.4,1339,1262.6,1337,1323.4,1309.22,33470,4.38197E+12,3442,18425,0.5505
12/16/2014,BAJAJFINSV,EQ,1323.4,1315,1338,1296,1315.2,1316.5,1318.29,48544,6.39952E+12,5288,32094,0.6611
12/17/2014,BAJAJFINSV,EQ,1316.5,1308,1323.45,1210,1285,1293.15,1279.96,42093,5.38772E+12,3966,21509,0.511
12/18/2014,BAJAJFINSV,EQ,1293.15,1301,1324,1260,1270,1269.6,1283.98,45740,5.87293E+12,4916,27715,0.6059
12/19/2014,BAJAJFINSV,EQ,1269.6,1262.55,1301.55,1262.55,1300,1299,1295.6,40648,5.26633E+12,4154,23028,0.5665
12/22/2014,BAJAJFINSV,EQ,1299,1335,1348,1286.7,1309.95,1309.65,1317.88,47845,6.30542E+12,3945,28416,0.5939
12/23/2014,BAJAJFINSV,EQ,1309.65,1295.15,1338.3,1295.15,1315,1314.2,1322.47,109603,1.44946E+13,2947,92675,0.8456
12/24/2014,BAJAJFINSV,EQ,1314.2,1307,1327.85,1298,1312,1309.05,1316.76,34989,4.60721E+12,2280,14233,0.4068
12/26/2014,BAJAJFINSV,EQ,1309.05,1319.9,1321.95,1301,1308.2,1309.55,1312.39,16759,2.19944E+12,1365,7872,0.4697
12/29/2014,BAJAJFINSV,EQ,1309.55,1305.55,1332,1305.55,1325,1325.65,1327.84,39177,5.20208E+12,1786,25800,0.6585
12/30/2014,BAJAJFINSV,EQ,1325.65,1317.3,1330.05,1300.9,1319,1316.25,1318.41,28158,3.71237E+12,3247,18870,0.6701
12/31/2014,BAJAJFINSV,EQ,1316.25,1309,1321,1305.1,1308,1307.65,1313.03,14098,1.85111E+12,818,8276,0.587
1/1/2015,BAJAJFINSV,EQ,1307.65,1309.9,1322.3,1280,1289.95,1286.6,1292.54,29392,3.79905E+12,1435,14391,0.4896
1/2/2015,BAJAJFINSV,EQ,1286.6,1291.7,1298,1267,1273.95,1275.65,1282.17,43560,5.58513E+12,2002,30295,0.6955
1/5/2015,BAJAJFINSV,EQ,1275.65,1268.05,1284,1252.6,1258.95,1258.7,1272.41,31566,4.0165E+12,1952,21441,0.6792
1/6/2015,BAJAJFINSV,EQ,1258.7,1250,1253.15,1215.6,1240,1229.6,1235.26,37724,4.65988E+12,3629,22464,0.5955
1/7/2015,BAJAJFINSV,EQ,1229.6,1230.25,1240.85,1208.2,1230,1228.55,1228.49,73114,8.98202E+12,9571,48718,0.6663
1/8/2015,BAJAJFINSV,EQ,1228.55,1230,1297.9,1229.95,1285,1289.8,1269.38,87268,1.10776E+13,5217,54407,0.6234
1/9/2015,BAJAJFINSV,EQ,1289.8,1293.95,1299.4,1275.5,1280,1279.2,1285.81,32784,4.21541E+12,3255,19782,0.6034
1/12/2015,BAJAJFINSV,EQ,1279.2,1255,1286.15,1255,1274.5,1267.7,1268.98,19678,2.4971E+12,2561,13332,0.6775
1/13/2015,BAJAJFINSV,EQ,1267.7,1275,1308,1270,1284,1286.45,1291.16,58042,7.49417E+12,4493,42650,0.7348
1/14/2015,BAJAJFINSV,EQ,1286.45,1280,1288.7,1238.2,1238.2,1254.2,1273.86,258705,3.29555E+13,14446,145245,0.5614
1/15/2015,BAJAJFINSV,EQ,1254.2,1294.85,1298,1272,1288,1289.05,1286.96,136827,1.76091E+13,12741,88443,0.6464
1/16/2015,BAJAJFINSV,EQ,1289.05,1298,1303,1255,1275,1267.65,1287.55,81048,1.04353E+13,7452,46883,0.5785
1/19/2015,BAJAJFINSV,EQ,1267.65,1272.9,1286.2,1251,1260,1257.95,1271.14,32530,4.13501E+12,3265,21612,0.6644
1/20/2015,BAJAJFINSV,EQ,1257.95,1260,1345,1260,1314,1321.95,1309.2,136014,1.7807E+13,8578,80229,0.5899
1/21/2015,BAJAJFINSV,EQ,1321.95,1324.4,1336.4,1289,1290,1292.65,1304.98,100496,1.31146E+13,5662,78039,0.7765
1/22/2015,BAJAJFINSV,EQ,1292.65,1288.5,1318,1280.6,1299,1298.2,1299.95,37831,4.91783E+12,3429,25161,0.6651
1/23/2015,BAJAJFINSV,EQ,1298.2,1302.4,1329,1295.8,1322,1312.2,1312.18,25502,3.34633E+12,2648,11492,0.4506
1/27/2015,BAJAJFINSV,EQ,1312.2,1317,1397,1308,1396,1375.4,1358.38,105522,1.43339E+13,7299,42861,0.4062
1/28/2015,BAJAJFINSV,EQ,1375.4,1380.7,1499,1380.05,1450,1450.4,1450.19,274486,3.98057E+13,14537,124408,0.4532
1/29/2015,BAJAJFINSV,EQ,1450.4,1453.3,1470.05,1425,1463,1460.25,1455.62,105965,1.54245E+13,4699,78134,0.7374
1/30/2015,BAJAJFINSV,EQ,1460.25,1458,1479.95,1398,1450,1447.55,1455.55,72613,1.05692E+13,8357,45233,0.6229
2/2/2015,BAJAJFINSV,EQ,1447.55,1443,1522.6,1428.9,1509,1509.3,1469.88,271402,3.98929E+13,5882,222686,0.8205
2/3/2015,BAJAJFINSV,EQ,1509.3,1509,1531.7,1455.5,1478,1468.45,1487.39,66736,9.92622E+12,4639,42196,0.6323
2/4/2015,BAJAJFINSV,EQ,1468.45,1473,1510,1452.5,1490,1471.35,1486.94,50162,7.45879E+12,4376,21604,0.4307
2/5/2015,BAJAJFINSV,EQ,1471.35,1472.1,1508.9,1460.3,1473,1476.2,1483.45,21629,3.20856E+12,2502,7653,0.3538
2/6/2015,BAJAJFINSV,EQ,1476.2,1477,1508.7,1462.5,1465.1,1469,1479.65,30818,4.55998E+12,3416,18386,0.5966
2/9/2015,BAJAJFINSV,EQ,1469,1454,1474,1433.55,1440.15,1449.55,1456,18120,2.63826E+12,2951,10107,0.5578
2/10/2015,BAJAJFINSV,EQ,1449.55,1440.1,1470.95,1402.55,1425.6,1436.5,1437.19,33001,4.74288E+12,5068,16568,0.502
2/11/2015,BAJAJFINSV,EQ,1436.5,1441.05,1450,1408,1410,1410.3,1423.56,18282,2.60255E+12,2940,13103,0.7167
2/12/2015,BAJAJFINSV,EQ,1410.3,1415,1511,1414.95,1505,1499.05,1476.27,65346,9.64686E+12,5649,31155,0.4768
2/13/2015,BAJAJFINSV,EQ,1499.05,1499.05,1540,1499.05,1510,1510.85,1517.13,72853,1.10528E+13,6122,38265,0.5252
2/16/2015,BAJAJFINSV,EQ,1510.85,1510.15,1546.05,1455,1490,1483.5,1503.29,97454,1.46502E+13,8910,57726,0.5923
2/18/2015,BAJAJFINSV,EQ,1483.5,1469,1505,1455,1486,1484.1,1492.04,48505,7.23716E+12,4956,33801,0.6969
